% sample space = 442
% train space = 331
% test space = 110

fdelta@fdelta:~/Documents/IN5550/Oblig3$ python3 test.py
Some weights of the model checkpoint at saga/216/ were not used when initializing BertForTokenClassification: ['cls.predictions.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.weight', 'cls.predictions.decoder.bias', 'cls.seq_relationship.weight', 'cls.seq_relationship.bias']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at saga/216/ and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                                                     | 0/100 [00:00<?, ?it/s]Batch: 0  |  Train Loss: 2.9394521713256836  |  Valid Loss: 2.6323299407958984  |  F1 Valid: 0.29966943945599717
Batch: 1  |  Train Loss: 2.662405014038086  |  Valid Loss: 2.0397911071777344  |  F1 Valid: 0.5208894599081135
Batch: 2  |  Train Loss: 2.075989007949829  |  Valid Loss: 1.4715901613235474  |  F1 Valid: 0.675906207987018
Batch: 3  |  Train Loss: 1.4900318384170532  |  Valid Loss: 1.1662288904190063  |  F1 Valid: 0.6520017015289806
Batch: 4  |  Train Loss: 1.2640661001205444  |  Valid Loss: 1.1258656978607178  |  F1 Valid: 0.49085103845087996
Batch: 5  |  Train Loss: 1.1724718809127808  |  Valid Loss: 1.1109294891357422  |  F1 Valid: 0.6181646847509695
Batch: 6  |  Train Loss: 1.246570348739624  |  Valid Loss: 1.00164794921875  |  F1 Valid: 0.7575496388597285
Batch: 7  |  Train Loss: 1.2746431827545166  |  Valid Loss: 0.9242642521858215  |  F1 Valid: 0.7638016274127704
Batch: 8  |  Train Loss: 1.2635352611541748  |  Valid Loss: 0.8688135743141174  |  F1 Valid: 0.7761356662310814
Batch: 9  |  Train Loss: 1.0619027614593506  |  Valid Loss: 0.8083433508872986  |  F1 Valid: 0.7874333820122563
Batch: 10  |  Train Loss: 1.1704328060150146  |  Valid Loss: 0.7473104000091553  |  F1 Valid: 0.7906290011953948
Epoch: 0  |  Train Loss: 1.6019545793533325  |  Valid Loss: 1.26337407393889  |  F1 Valid: 0.6484574407084719
  1%|█▌                                                                                                                                                        | 1/100 [01:45<2:53:20, 105.06s/it]Batch: 0  |  Train Loss: 0.9479902982711792  |  Valid Loss: 0.712887167930603  |  F1 Valid: 0.7918263685496459
Batch: 1  |  Train Loss: 1.0429258346557617  |  Valid Loss: 0.7052767872810364  |  F1 Valid: 0.7929912343859171
Batch: 2  |  Train Loss: 0.8637225031852722  |  Valid Loss: 0.7018043398857117  |  F1 Valid: 0.7949280052810687
Batch: 3  |  Train Loss: 0.7397537231445312  |  Valid Loss: 0.6866708993911743  |  F1 Valid: 0.7958443248864798
Batch: 4  |  Train Loss: 0.7691094279289246  |  Valid Loss: 0.657357394695282  |  F1 Valid: 0.7982612311158138
Batch: 5  |  Train Loss: 0.6950623989105225  |  Valid Loss: 0.6305673122406006  |  F1 Valid: 0.7996368710581881
Batch: 6  |  Train Loss: 0.7147125601768494  |  Valid Loss: 0.6103457808494568  |  F1 Valid: 0.8011875334246181
Batch: 7  |  Train Loss: 0.7810509204864502  |  Valid Loss: 0.6007307171821594  |  F1 Valid: 0.8045043012877973
Batch: 8  |  Train Loss: 0.8146029710769653  |  Valid Loss: 0.5915796756744385  |  F1 Valid: 0.8115280057469285
Batch: 9  |  Train Loss: 0.7002536654472351  |  Valid Loss: 0.5809166431427002  |  F1 Valid: 0.8121161389814924
Batch: 10  |  Train Loss: 0.8102293014526367  |  Valid Loss: 0.5664980411529541  |  F1 Valid: 0.8121250853327141
Epoch: 1  |  Train Loss: 0.8072194186123934  |  Valid Loss: 0.6404213417660106  |  F1 Valid: 0.8013590090955148
  2%|███                                                                                                                                                       | 2/100 [03:28<2:49:47, 103.96s/it]Batch: 0  |  Train Loss: 0.7238456606864929  |  Valid Loss: 0.5580554008483887  |  F1 Valid: 0.8121250853327141
Batch: 1  |  Train Loss: 0.8273048996925354  |  Valid Loss: 0.5589970350265503  |  F1 Valid: 0.8131216736749011
Batch: 2  |  Train Loss: 0.6828822493553162  |  Valid Loss: 0.5582357048988342  |  F1 Valid: 0.8147853871438718
Batch: 3  |  Train Loss: 0.5676856637001038  |  Valid Loss: 0.5510591268539429  |  F1 Valid: 0.8163212996925544
Batch: 4  |  Train Loss: 0.6263300776481628  |  Valid Loss: 0.540340006351471  |  F1 Valid: 0.8154883401926579
Batch: 5  |  Train Loss: 0.56987065076828  |  Valid Loss: 0.5328500270843506  |  F1 Valid: 0.8151195366553343
Batch: 6  |  Train Loss: 0.6088339686393738  |  Valid Loss: 0.53158038854599  |  F1 Valid: 0.8135141963499805
Batch: 7  |  Train Loss: 0.6731535792350769  |  Valid Loss: 0.5324369668960571  |  F1 Valid: 0.8136561726123492
Batch: 8  |  Train Loss: 0.6992752552032471  |  Valid Loss: 0.5274003148078918  |  F1 Valid: 0.8147221386479947
Batch: 9  |  Train Loss: 0.6147584319114685  |  Valid Loss: 0.5199851393699646  |  F1 Valid: 0.8185614023476077
Batch: 10  |  Train Loss: 0.6557203531265259  |  Valid Loss: 0.5178969502449036  |  F1 Valid: 0.8259473484986996
Epoch: 2  |  Train Loss: 0.6590600718151439  |  Valid Loss: 0.5389851873571222  |  F1 Valid: 0.8157602346498787
  3%|████▌                                                                                                                                                     | 3/100 [05:13<2:48:53, 104.47s/it]Batch: 0  |  Train Loss: 0.6556470394134521  |  Valid Loss: 0.5195905566215515  |  F1 Valid: 0.8301971561588818
Batch: 1  |  Train Loss: 0.7665926218032837  |  Valid Loss: 0.5187424421310425  |  F1 Valid: 0.831685459863064
Batch: 2  |  Train Loss: 0.6253405213356018  |  Valid Loss: 0.5104586482048035  |  F1 Valid: 0.828745894214348
Batch: 3  |  Train Loss: 0.505028247833252  |  Valid Loss: 0.5066964626312256  |  F1 Valid: 0.8255690086547668
Batch: 4  |  Train Loss: 0.5696942806243896  |  Valid Loss: 0.5077283978462219  |  F1 Valid: 0.8218701875388642
Batch: 5  |  Train Loss: 0.5299404859542847  |  Valid Loss: 0.5088644623756409  |  F1 Valid: 0.8188423771966873
Batch: 6  |  Train Loss: 0.5805509090423584  |  Valid Loss: 0.5048612356185913  |  F1 Valid: 0.8192512021886396
Batch: 7  |  Train Loss: 0.6304739713668823  |  Valid Loss: 0.49704962968826294  |  F1 Valid: 0.824147763170047
Batch: 8  |  Train Loss: 0.6305954456329346  |  Valid Loss: 0.4932379722595215  |  F1 Valid: 0.830438753963715
Batch: 9  |  Train Loss: 0.5543285012245178  |  Valid Loss: 0.4950093626976013  |  F1 Valid: 0.836577156539127
Batch: 10  |  Train Loss: 0.5705114006996155  |  Valid Loss: 0.49202221632003784  |  F1 Valid: 0.8393213700653065
Epoch: 3  |  Train Loss: 0.6017003113573248  |  Valid Loss: 0.504932853308591  |  F1 Valid: 0.8278769390503133
  4%|██████▏                                                                                                                                                   | 4/100 [06:57<2:47:16, 104.55s/it]Batch: 0  |  Train Loss: 0.6037321090698242  |  Valid Loss: 0.4856669008731842  |  F1 Valid: 0.8366018631449522
Batch: 1  |  Train Loss: 0.6989396214485168  |  Valid Loss: 0.4820742607116699  |  F1 Valid: 0.8369389568126344
Batch: 2  |  Train Loss: 0.568645179271698  |  Valid Loss: 0.4810309410095215  |  F1 Valid: 0.834809479053615
Batch: 3  |  Train Loss: 0.46534842252731323  |  Valid Loss: 0.4791713356971741  |  F1 Valid: 0.833624428660593
Batch: 4  |  Train Loss: 0.5276559591293335  |  Valid Loss: 0.4742075204849243  |  F1 Valid: 0.8356299020614685
Batch: 5  |  Train Loss: 0.48652681708335876  |  Valid Loss: 0.4688945710659027  |  F1 Valid: 0.8371593051964246
Batch: 6  |  Train Loss: 0.533623218536377  |  Valid Loss: 0.4652611017227173  |  F1 Valid: 0.8408644414876582
Batch: 7  |  Train Loss: 0.5726957321166992  |  Valid Loss: 0.46266016364097595  |  F1 Valid: 0.8408432196374634
Batch: 8  |  Train Loss: 0.5709572434425354  |  Valid Loss: 0.45821914076805115  |  F1 Valid: 0.8405498441643304
Batch: 9  |  Train Loss: 0.5121906399726868  |  Valid Loss: 0.45468583703041077  |  F1 Valid: 0.8424391613439611
Batch: 10  |  Train Loss: 0.47893792390823364  |  Valid Loss: 0.4553361237049103  |  F1 Valid: 0.8494152876407386
Epoch: 4  |  Train Loss: 0.5472048060460524  |  Valid Loss: 0.4697461724281311  |  F1 Valid: 0.8389887172003491
  5%|███████▋                                                                                                                                                  | 5/100 [08:42<2:45:22, 104.44s/it]Batch: 0  |  Train Loss: 0.5365703701972961  |  Valid Loss: 0.45794039964675903  |  F1 Valid: 0.8510168379816853
Batch: 1  |  Train Loss: 0.6383267641067505  |  Valid Loss: 0.459521621465683  |  F1 Valid: 0.8530063141150348
Batch: 2  |  Train Loss: 0.5353357791900635  |  Valid Loss: 0.4556437134742737  |  F1 Valid: 0.8509197712966583
Batch: 3  |  Train Loss: 0.43215927481651306  |  Valid Loss: 0.45218926668167114  |  F1 Valid: 0.8471811119235465
Batch: 4  |  Train Loss: 0.48085635900497437  |  Valid Loss: 0.4458155930042267  |  F1 Valid: 0.8475445442565069
Batch: 5  |  Train Loss: 0.4429614841938019  |  Valid Loss: 0.4351644515991211  |  F1 Valid: 0.8474266805771526
Batch: 6  |  Train Loss: 0.4909183382987976  |  Valid Loss: 0.42994073033332825  |  F1 Valid: 0.8471958006210925
Batch: 7  |  Train Loss: 0.5178170800209045  |  Valid Loss: 0.42985424399375916  |  F1 Valid: 0.8467404148833818
Batch: 8  |  Train Loss: 0.511256217956543  |  Valid Loss: 0.4271436035633087  |  F1 Valid: 0.8513322494087355
Batch: 9  |  Train Loss: 0.4659557044506073  |  Valid Loss: 0.42435598373413086  |  F1 Valid: 0.854488030673853
Batch: 10  |  Train Loss: 0.3844729959964752  |  Valid Loss: 0.4253804385662079  |  F1 Valid: 0.8589047529894553
Epoch: 5  |  Train Loss: 0.4942391243847934  |  Valid Loss: 0.440268186005679  |  F1 Valid: 0.8505233189751912
  6%|█████████▏                                                                                                                                                | 6/100 [10:26<2:43:45, 104.52s/it]Batch: 0  |  Train Loss: 0.4711605906486511  |  Valid Loss: 0.4304012656211853  |  F1 Valid: 0.8611506721744346
Batch: 1  |  Train Loss: 0.5800410509109497  |  Valid Loss: 0.43499472737312317  |  F1 Valid: 0.861239802609918
Batch: 2  |  Train Loss: 0.48001977801322937  |  Valid Loss: 0.4323490262031555  |  F1 Valid: 0.8636331858206358
Batch: 3  |  Train Loss: 0.39212802052497864  |  Valid Loss: 0.42647692561149597  |  F1 Valid: 0.8615639748827925
Batch: 4  |  Train Loss: 0.43065279722213745  |  Valid Loss: 0.42252758145332336  |  F1 Valid: 0.8588646482246762
Batch: 5  |  Train Loss: 0.40198615193367004  |  Valid Loss: 0.4181777536869049  |  F1 Valid: 0.8538912540266823
Batch: 6  |  Train Loss: 0.4587145447731018  |  Valid Loss: 0.4132321774959564  |  F1 Valid: 0.8507306307344227
Batch: 7  |  Train Loss: 0.48424455523490906  |  Valid Loss: 0.4043334126472473  |  F1 Valid: 0.8549663512112035
Batch: 8  |  Train Loss: 0.46281278133392334  |  Valid Loss: 0.39923834800720215  |  F1 Valid: 0.8599411700229632
Batch: 9  |  Train Loss: 0.41772812604904175  |  Valid Loss: 0.4026569128036499  |  F1 Valid: 0.8631978485159829
Batch: 10  |  Train Loss: 0.30919256806373596  |  Valid Loss: 0.4076393246650696  |  F1 Valid: 0.8635325176052135
